name,id,description
Parque Estadual Delta do Jacuí,2294,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Delta do Jacuí,5227,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Delta do Parnaíba (Federal),1150,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Delta do Rio Parnaíba,3500,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Nacional Descobrimento,2518,nature reserve in Brazil (Parque Nacional)
Parque Estadual Desengano (PES),2182,nature reserve in Brazil (Parque Estadual)
Reserva de Desenvolvimento Sustentável Despraiado,4767,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável)
Parque Estadual Dois Irmãos,1225,nature reserve in Brazil (Parque Estadual)
Monumento Natural Dom Bosco,4991,nature reserve in Brazil (Monumento Natural)
Parque Estadual Dom Osório Stoffel,3451,nature reserve in Brazil (Parque Estadual)
Reserva Biológica Duas Bocas,1034,nature reserve in Brazil (Reserva Biológica)
Área de Proteção Ambiental Dunas da Lagoinha,2804,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Dunas de Natal,2011,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Dunas de Paracuru,2803,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Dunas do Litoral Oeste (Pecém),2797,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Dunas do Rosado,6063,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Dunas e Veredas do Baixo-Médio São Francisco,2882,nature reserve in Brazil (Área de Proteção Ambiental)
Floresta Estadual Edmundo Navarro de Andrade,2945,nature reserve in Brazil (Floresta Estadual)
Parque Nacional Emas,1276,nature reserve in Brazil (Parque Nacional)
Área de Proteção Ambiental Encantado,5485,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Encontro das Águas,4253,nature reserve in Brazil (Parque Estadual)
Refúgio de Vida Silvestre Engenho Moreninho,5532,nature reserve in Brazil (Refúgio de Vida Silvestre)
Área de Proteção Ambiental Escarpa Devoniana,3448,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Espigão Alto,2295,nature reserve in Brazil (Parque Estadual)
Parque Estadual Espinilho,2296,nature reserve in Brazil (Parque Estadual)
Reserva Biológica Estação Experimental de Pindorama,859,nature reserve in Brazil (Reserva Biológica)
Área de Proteção Ambiental Estrada-Parque de Piraputanga,3063,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Estuário do Rio Ceará,2801,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Estuário do Rio Curú,2799,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Estuário do Rio Mundaú,2802,nature reserve in Brazil (Área de Proteção Ambiental)
Monumento Natural Experiência da Jaguara,5501,nature reserve in Brazil (Monumento Natural)
Reserva Extrativista Extremo Norte do Tocantins,631,nature reserve in Brazil (Reserva Extrativista)
Monumento Natural Falésias de Beberibe,5498,nature reserve in Brazil (Monumento Natural)
Floresta Estadual Faro,4640,nature reserve in Brazil (Floresta Estadual)
Reserva Biológica Fazenda Experimental de Zootecnia de Sertãozinho,858,nature reserve in Brazil (Reserva Biológica)
Área de Relevante Interesse Ecológico Fazenda Raposa,6071,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Área de Proteção Ambiental Fazendinha,809,nature reserve in Brazil (Área de Proteção Ambiental)
Estação Ecológica Fechos,2546,nature reserve in Brazil (Estação Ecológica)
Estação Ecológica Fernandes Pinheiro,2899,nature reserve in Brazil (Estação Ecológica)
Área de Proteção Ambiental Fernando de Noronha - Rocas - São Pedro e São Paulo,952,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Fernão Dias,2819,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Florêncio Luciano,2012,nature reserve in Brazil (Parque Estadual)
Área de Relevante Interesse Ecológico Floresta da Cicuta,2003,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Parque Estadual Fonte Grande,1019,nature reserve in Brazil (Parque Estadual)
Parque Estadual Fontes do Ipiranga,1077,nature reserve in Brazil (Parque Estadual)
Parque Estadual Forno Grande (PES),2162,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Foz do Rio das Preguiças,784,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Foz do Rio Santa Teresa,2962,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Frades,2171,nature reserve in Brazil (Área de Proteção Ambiental)
Reserva Extrativista Freijó,3032,nature reserve in Brazil (Reserva Extrativista)
Parque Estadual Fritz Plaumann,3567,nature reserve in Brazil (Parque Estadual)
Parque Nacional Furna Feia,5303,nature reserve in Brazil (Parque Nacional)
Parque Estadual Furnas do Bom Jesus,928,nature reserve in Brazil (Parque Estadual)
Reserva Biológica Gama,2531,nature reserve in Brazil (Reserva Biológica)
Refúgio de Vida Silvestre Garça Branca,3092,nature reserve in Brazil (Refúgio de Vida Silvestre)
Reserva Extrativista Garrote,3031,nature reserve in Brazil (Reserva Extrativista)
Refúgio de Vida Silvestre Gatumé,6082,nature reserve in Brazil (Refúgio de Vida Silvestre)
Floresta Estadual de Rendimento Sustentado Gavião,3020,nature reserve in Brazil (Floresta Estadual de Rendimento Sustentado)
Área de Proteção Ambiental Gericinó/Mendanha,2172,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Relevante Interesse Ecológico Goiamunduba,2898,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Floresta Nacional Goytacazes,3455,nature reserve in Brazil (Floresta Nacional)
Parque Estadual Graciosa,1189,nature reserve in Brazil (Parque Estadual)
Parque Estadual Grajaú,2195,nature reserve in Brazil (Parque Estadual)
Parque Nacional Grande Sertão Veredas,943,nature reserve in Brazil (Parque Nacional)
Área de Relevante Interesse Ecológico Granja do Ipê,2956,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Parque Estadual Grão Mogol,2817,nature reserve in Brazil (Parque Estadual)
Estação Ecológica Grão-Pará,4638,nature reserve in Brazil (Estação Ecológica)
Monumento Natural Grota do Angico,4902,nature reserve in Brazil (Monumento Natural)
Parque Estadual Gruta da Lagoa Azul,2777,nature reserve in Brazil (Parque Estadual)
Monumento Natural Gruta da Lancinha,6064,nature reserve in Brazil (Monumento Natural)
Monumento Natural Gruta do Lago Azul,3497,nature reserve in Brazil (Monumento Natural)
Área de Proteção Ambiental Gruta dos Brejões/Vereda do Romão Gramacho,2878,nature reserve in Brazil (Área de Proteção Ambiental)
Monumento Natural Gruta Rei do Mato,2099,nature reserve in Brazil (Monumento Natural)
Monumento Natural Gruta Rei do Mato,6040,nature reserve in Brazil (Monumento Natural)
Área de Proteção Ambiental Guadalupe,2795,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Guaibim,1026,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Guajará-Mirim,830,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Guajuma,786,nature reserve in Brazil (Área de Proteção Ambiental)
Estação Ecológica Guanabara,4456,nature reserve in Brazil (Estação Ecológica)
Área de Proteção Ambiental Guapimirim,980,nature reserve in Brazil (Área de Proteção Ambiental)
Reserva Biológica Guaporé,619,nature reserve in Brazil (Reserva Biológica)
Reserva Biológica Guará,3260,nature reserve in Brazil (Reserva Biológica)
Área de Relevante Interesse Ecológico Guará (ARIE),5022,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Estação Ecológica Guaraguaçu (ESEC),1186,nature reserve in Brazil (Estação Ecológica)
Área de Proteção Ambiental Guaraqueçaba (APA Estadual),1187,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Guaraqueçaba (APA Federal),977,nature reserve in Brazil (Área de Proteção Ambiental)
Estação Ecológica Guaraqueçaba (ESEC),937,nature reserve in Brazil (Estação Ecológica)
Área de Proteção Ambiental Guaratuba,1184,nature reserve in Brazil (Área de Proteção Ambiental)
Reserva Extrativista Guariba,4256,nature reserve in Brazil (Reserva Extrativista)
Parque Estadual Guariba,4254,nature reserve in Brazil (Parque Estadual)
Reserva Extrativista Guariba-Roosevelt,1141,nature reserve in Brazil (Reserva Extrativista)
Reserva Biológica Guaribas,852,nature reserve in Brazil (Reserva Biológica)
Parque Nacional Guaricana,5405,nature reserve in Brazil (Parque Nacional)
Parque Estadual Guartelá,1176,nature reserve in Brazil (Parque Estadual)
Floresta Estadual Guarulhos,5127,nature reserve in Brazil (Floresta Estadual)
Estação Ecológica Guaxindiba,3488,nature reserve in Brazil (Estação Ecológica)
Parque Estadual Guirá,3439,nature reserve in Brazil (Parque Estadual)
Reserva Extrativista Gurupá-Melgaço,4637,nature reserve in Brazil (Reserva Extrativista)
Reserva Biológica Gurupi,618,nature reserve in Brazil (Reserva Biológica)
Área de Proteção Ambiental Haras São Bernardo (APA),1005,nature reserve in Brazil (Área de Proteção Ambiental)
Floresta Nacional Humaitá,1329,nature reserve in Brazil (Floresta Nacional)
Reserva Biológica de Uso Sustentável Florestal IBGE,2538,nature reserve in Brazil (Reserva Biológica de Uso Sustentável Florestal)
Parque Estadual Ibicatu,1284,nature reserve in Brazil (Parque Estadual)
Estação Ecológica Ibicatu (ESEC),922,nature reserve in Brazil (Estação Ecológica)
Reserva Biológica Ibicuí Mirim,2312,nature reserve in Brazil (Reserva Biológica)
Parque Estadual Ibiporã,2250,nature reserve in Brazil (Parque Estadual)
Floresta Nacional Ibirama (FLONA),958,nature reserve in Brazil (Floresta Nacional)
Área de Proteção Ambiental Ibirapuitã (APA),940,nature reserve in Brazil (Área de Proteção Ambiental)
Reserva Biológica Ibirapuitã (REBIO),2716,nature reserve in Brazil (Reserva Biológica)
Área de Proteção Ambiental Ibitinga,976,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Ibitipoca,2116,nature reserve in Brazil (Parque Estadual)
Parque Estadual Ibitiriá,2297,nature reserve in Brazil (Parque Estadual)
Floresta Nacional Ibura,4366,nature reserve in Brazil (Floresta Nacional)
Reserva de Desenvolvimento Sustentável Igapó-Açu,4859,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável)
Área de Proteção Ambiental Igarapé Gelado,634,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Igarapé São Francisco,4900,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Igarapés do Juruena,3449,nature reserve in Brazil (Parque Estadual)
Parque Nacional Iguaçu,869,nature reserve in Brazil (Parque Nacional)
Parque Estadual Ilha Anchieta,969,nature reserve in Brazil (Parque Estadual)
Parque Estadual Ilhabela,872,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Ilha Comprida (APA),955,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Relevante Interesse Ecológico Ilha Comprida (ARIE),956,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Parque Estadual Ilha das Cobras,6066,nature reserve in Brazil (Parque Estadual)
Área de Relevante Interesse Ecológico Ilha do Ameixal,1167,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Parque Estadual Ilha do Cardoso,877,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Ilha do Combu,2969,nature reserve in Brazil (Área de Proteção Ambiental)
Estação Ecológica Ilha do Mel (ESEC),1046,nature reserve in Brazil (Estação Ecológica)
Parque Estadual Ilha do Mel (PES),3187,nature reserve in Brazil (Parque Estadual)
Refúgio de Vida Silvestre Ilha dos Lobos,985,nature reserve in Brazil (Refúgio de Vida Silvestre)
Reserva Extrativista Ilha do Tumba,4936,nature reserve in Brazil (Reserva Extrativista)
Parque Nacional Ilha Grande (PARNA),1265,nature reserve in Brazil (Parque Nacional)
Parque Estadual Ilha Grande (PES),2183,nature reserve in Brazil (Parque Estadual)
Monumento Natural Ilhas Cagarras,2467,nature reserve in Brazil (Monumento Natural)
Área de Proteção Ambiental Ilhas de Tinharé e Boipeba,1044,nature reserve in Brazil (Área de Proteção Ambiental)
Monumento Natural Ilhas de Trindade e Martim Vaz e do Monte Columbia,5518,nature reserve in Brazil (Monumento Natural)
Refúgio de Vida Silvestre Ilhas do Abrigo e Guararitama,4771,nature reserve in Brazil (Refúgio de Vida Silvestre)
Reserva Ecológica Ilhas do Lago Paranoá,2953,nature reserve in Brazil (Reserva Ecológica)
Área de Proteção Ambiental Ilhas e Várzeas do Rio Paraná,1266,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Relevante Interesse Ecológico Ilhas Queimada Pequena e Queimada Grande,1168,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Área de Proteção Ambiental Ingazeiras,3061,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Intervales,885,nature reserve in Brazil (Parque Estadual)
Floresta Nacional Ipanema,941,nature reserve in Brazil (Floresta Nacional)
Reserva Extrativista Ipaú-Anilzinho,4330,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Ipê,3030,nature reserve in Brazil (Reserva Extrativista)
Área de Relevante Interesse Ecológico Ipojuca-Merepe,6055,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Estação Ecológica Iquê,611,nature reserve in Brazil (Estação Ecológica)
Floresta Nacional Iquiri,4958,nature reserve in Brazil (Floresta Nacional)
Área de Proteção Ambiental Iraí (APA),2433,nature reserve in Brazil (Área de Proteção Ambiental)
Floresta Nacional Irati,1296,nature reserve in Brazil (Floresta Nacional)
Floresta Estadual Iriri,4643,nature reserve in Brazil (Floresta Estadual)
Estação Ecológica Itaberá,923,nature reserve in Brazil (Estação Ecológica)
Parque Estadual Itaberaba,5125,nature reserve in Brazil (Parque Estadual)
Floresta Nacional Itacaiúnas,1324,nature reserve in Brazil (Floresta Nacional)
Parque Estadual Itacolomi,2117,nature reserve in Brazil (Parque Estadual)
Floresta Nacional Itaituba I,1326,nature reserve in Brazil (Floresta Nacional)
Floresta Nacional Itaituba II,1327,nature reserve in Brazil (Floresta Nacional)
Reserva de Desenvolvimento Sustentável Itapanhapima,4935,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável)
Reserva de Desenvolvimento Sustentável Itapará-Boiaçu,6103,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável)
Estação Ecológica Itapeti,924,nature reserve in Brazil (Estação Ecológica)
Parque Estadual Itapetinga,5126,nature reserve in Brazil (Parque Estadual)
Reserva Extrativista Itapetininga,5453,nature reserve in Brazil (Reserva Extrativista)
Estação Ecológica Itapeva (ESEC),963,nature reserve in Brazil (Estação Ecológica)
Parque Estadual Itapeva (PES),3471,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Itapiracó,5159,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Itapuã,2298,nature reserve in Brazil (Parque Estadual)
Parque Nacional Itatiaia,992,nature reserve in Brazil (Parque Nacional)
Monumento Natural Itatiaia,5499,nature reserve in Brazil (Monumento Natural)
Reserva de Desenvolvimento Sustentável Itatupã-Baquiá,4331,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável)
Reserva Extrativista Itaúba,3029,nature reserve in Brazil (Reserva Extrativista)
Parque Estadual Itaúnas,1040,nature reserve in Brazil (Parque Estadual)
Parque Estadual Itinguçu,4768,nature reserve in Brazil (Parque Estadual)
Estação Ecológica Itirapina (ESEC),959,nature reserve in Brazil (Estação Ecológica)
Área de Proteção Ambiental Itupararanga,6024,nature reserve in Brazil (Área de Proteção Ambiental)
Reserva Extrativista Ituxi,4851,nature reserve in Brazil (Reserva Extrativista)
Reserva Ecológica Jacarenema,2892,nature reserve in Brazil (Reserva Ecológica)
Reserva Extrativista Jaci Paraná,1319,nature reserve in Brazil (Reserva Extrativista)
Floresta Nacional Jacundá,4249,nature reserve in Brazil (Floresta Nacional)
Reserva Biológica Jaíba (REBIO),2118,nature reserve in Brazil (Reserva Biológica)
Parque Estadual Jalapão,1406,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Jalapão,2958,nature reserve in Brazil (Área de Proteção Ambiental)
Floresta Nacional Jamanxim,4445,nature reserve in Brazil (Floresta Nacional)
Parque Nacional Jamanxim,4447,nature reserve in Brazil (Parque Nacional)
Floresta Nacional Jamari,645,nature reserve in Brazil (Floresta Nacional)
Área de Relevante Interesse Ecológico Japiim-Pentecoste,4898,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Parque Estadual Jaraguá (PES),1056,nature reserve in Brazil (Parque Estadual)
Estação Ecológica Jardim Botânico de Brasília,2539,nature reserve in Brazil (Estação Ecológica)
Estação Ecológica Jari,605,nature reserve in Brazil (Estação Ecológica)
Reserva Biológica Jaru,620,nature reserve in Brazil (Reserva Biológica)
Estação Ecológica Jataí,1058,nature reserve in Brazil (Estação Ecológica)
Reserva Extrativista Jatobá,3027,nature reserve in Brazil (Reserva Extrativista)
Floresta Nacional Jatuarana,3411,nature reserve in Brazil (Floresta Nacional)
Parque Nacional Jaú,593,nature reserve in Brazil (Parque Nacional)
Área de Relevante Interesse Ecológico Javari-Buriti,633,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Área de Proteção Ambiental Jenipabu,2013,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Nacional Jericoacoara,2970,nature reserve in Brazil (Parque Nacional)
Área de Proteção Ambiental Joanes-Ipitanga,1041,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental João Leite,3522,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual João Leite,6051,nature reserve in Brazil (Parque Estadual)
Parque Estadual João Paulo II,2434,nature reserve in Brazil (Parque Estadual)
Parque Estadual José Inácio da Silva (Zé  Bolo Flô),3546,nature reserve in Brazil (Parque Estadual)
Parque Estadual José Lutzemberger (Guarita),2304,nature reserve in Brazil (Parque Estadual)
Floresta Estadual José Zago,3156,nature reserve in Brazil (Floresta Estadual)
Estação Ecológica Juami-Japurá,608,nature reserve in Brazil (Estação Ecológica)
Reserva Ecológica Juatinga,1001,nature reserve in Brazil (Reserva Ecológica)
Reserva de Desenvolvimento Sustentável Juma,4774,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável)
Área de Proteção Ambiental Jundiaí,974,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Juquery,875,nature reserve in Brazil (Parque Estadual)
Estação Ecológica Juréia-Itatins,880,nature reserve in Brazil (Estação Ecológica)
Parque Nacional Juruena,4252,nature reserve in Brazil (Parque Nacional)
Parque Estadual Jurupará,868,nature reserve in Brazil (Parque Estadual)
Estação Ecológica Jutaí-Solimões,614,nature reserve in Brazil (Estação Ecológica)
Parque Estadual Lagamar de Cananéia,4930,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Lagamar do Cauípe,2790,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lagedão,2924,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lagoa da Jansen,779,nature reserve in Brazil (Área de Proteção Ambiental)
Refúgio de Vida Silvestre Lagoa da Turfeira,5637,nature reserve in Brazil (Refúgio de Vida Silvestre)
Área de Proteção Ambiental Lagoa de Guanandy,1029,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lagoa de Nazaré,3056,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Lagoa do Açu,5305,nature reserve in Brazil (Parque Estadual)
Parque Estadual Lagoa do Cajueiro,2920,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Lagoa do Jijoca,2808,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Nacional Lagoa do Peixe (PARNA),1106,nature reserve in Brazil (Parque Nacional)
Área de Relevante Interesse Ecológico Lagoa do Portinho,5621,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Área de Proteção Ambiental Lagoa do Uruaú,2798,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lagoa Encantada,1207,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lagoa Itaparica,2887,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lagoas de Guarajuba,1025,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lagoas e Dunas do Abaeté,1042,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Lago Azul,2763,nature reserve in Brazil (Parque Estadual)
Área de Proteção Ambiental Lago de Palmas,2961,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lago de Pedra do Cavalo,2881,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lago de Peixe/Angical,3166,nature reserve in Brazil (Área de Proteção Ambiental)
Reserva Biológica Lago de Piratuba,621,nature reserve in Brazil (Reserva Biológica)
Área de Proteção Ambiental Lago de Santa Isabel,4961,nature reserve in Brazil (Área de Proteção Ambiental)
"Área de Proteção Ambiental Lago de São Salvador do TO, Paranã e Palmeirópolis",4962,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lago de Sobradinho,4785,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lago de Tucuruí,2946,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Lago do Amapá,4899,nature reserve in Brazil (Área de Proteção Ambiental)
Reserva Extrativista Lago do Capanã Grande,4240,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Lago do Cedro,4511,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Lago do Cuniã,1368,nature reserve in Brazil (Reserva Extrativista)
Área de Proteção Ambiental Lago Paranoá (APA),2954,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Lajeado,2966,nature reserve in Brazil (Parque Estadual)
Parque Estadual Lapa Grande,4904,nature reserve in Brazil (Parque Estadual)
Monumento Natural Lapa Nova de Vazante,6041,nature reserve in Brazil (Monumento Natural)
Monumento Natural Lapa Vermelha,5502,nature reserve in Brazil (Monumento Natural)
Parque Estadual Lauráceas,1192,nature reserve in Brazil (Parque Estadual)
Reserva de Desenvolvimento Sustentável Lavras,4934,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável)
Área de Proteção Ambiental Leandro (Ilha do Bananal/Cantão),2959,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Nacional Lençóis Maranhenses,595,nature reserve in Brazil (Parque Nacional)
Área de Relevante Interesse Ecológico Leopoldo Magno Coutinho,6027,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Refúgio de Vida Silvestre Libélulas da Serra de São José,4959,nature reserve in Brazil (Refúgio de Vida Silvestre)
Reserva de Desenvolvimento Sustentável Limoeiro,5561,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável)
Área de Proteção Ambiental Litoral Norte do Estado da Bahia,2075,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Litoral Sul do Estado de Sergipe,2845,nature reserve in Brazil (Área de Proteção Ambiental)
Floresta Nacional Lorena,2793,nature reserve in Brazil (Floresta Nacional)
Área de Proteção Ambiental Macaé de Cima (APA),3509,nature reserve in Brazil (Área de Proteção Ambiental)
Floresta Nacional Macauã,646,nature reserve in Brazil (Floresta Nacional)
Refúgio de Vida Silvestre Macaúbas,5533,nature reserve in Brazil (Refúgio de Vida Silvestre)
Parque Estadual Mãe Bonifácia,3456,nature reserve in Brazil (Parque Estadual)
Reserva Extrativista Mãe Grande de Curuçá,3469,nature reserve in Brazil (Reserva Extrativista)
Reserva Biológica Maicuru,4639,nature reserve in Brazil (Reserva Biológica)
Reserva de Desenvolvimento Sustentável Mamirauá,789,nature reserve in Brazil (Reserva de Desenvolvimento Sustentável)
Área de Proteção Ambiental Mananciais da Bacia Hidrográfica do rio Paraíba do Sul,5216,nature reserve in Brazil (Área de Proteção Ambiental)
Parque Estadual Mananciais de Campos do Jordão,879,nature reserve in Brazil (Parque Estadual)
Reserva Extrativista Mandira,3465,nature reserve in Brazil (Reserva Extrativista)
Floresta Estadual Manduri - Luiz Fiorucci,1078,nature reserve in Brazil (Floresta Estadual)
Área de Proteção Ambiental Mangaratiba,2173,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Mangue Seco,1043,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Relevante Interesse Ecológico Manguezais da Foz do Rio Mamanguape,2002,nature reserve in Brazil (Área de Relevante Interesse Ecológico)
Reserva Ecológica Manguezais da Lagoa do Roteiro,1053,nature reserve in Brazil (Reserva Ecológica)
Reserva Biológica Manicoré,5431,nature reserve in Brazil (Reserva Biológica)
Floresta Estadual Manicoré,4261,nature reserve in Brazil (Floresta Estadual)
Floresta Nacional Mapiá-Inauini,647,nature reserve in Brazil (Floresta Nacional)
Parque Nacional Mapinguari,4968,nature reserve in Brazil (Parque Nacional)
Reserva Extrativista Mapuá,4326,nature reserve in Brazil (Reserva Extrativista)
Estação Ecológica Maracá,606,nature reserve in Brazil (Estação Ecológica)
Estação Ecológica Maracá-Jipioca,607,nature reserve in Brazil (Estação Ecológica)
Reserva Extrativista Maracatiara,3028,nature reserve in Brazil (Reserva Extrativista)
Estação Ecológica Mar de Espanha,2133,nature reserve in Brazil (Estação Ecológica)
Área de Proteção Ambiental Margem Direita do Rio Negro,847,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Margem Esquerda do Rio Negro,846,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Maricá,2174,nature reserve in Brazil (Área de Proteção Ambiental)
Estação Ecológica Marília,2779,nature reserve in Brazil (Estação Ecológica)
Área de Proteção Ambiental Marimbus/Iraquara,1024,nature reserve in Brazil (Área de Proteção Ambiental)
Reserva Extrativista Marinha Cuinarana,5403,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha da Baía do Iguape,2584,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha da Lagoa do Jequiá,2884,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha de Araí-Peroba,4328,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha de Caeté-Taperaçu,4325,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha de Gurupi-Piriá,4329,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha de Itaipu,5636,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha de Soure,2942,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha de Tracuateua,4324,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha do Arraial do Cabo,1149,nature reserve in Brazil (Reserva Extrativista)
Reserva Biológica Marinha do Arvoredo,1109,nature reserve in Brazil (Reserva Biológica)
Reserva Extrativista Marinha do Corumbau,2585,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha do Delta do Parnaíba,2680,nature reserve in Brazil (Reserva Extrativista)
Área de Proteção Ambiental Marinha do Litoral Centro,5021,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Marinha do Litoral Norte,5018,nature reserve in Brazil (Área de Proteção Ambiental)
Área de Proteção Ambiental Marinha do Litoral Sul,5020,nature reserve in Brazil (Área de Proteção Ambiental)
Reserva Extrativista Marinha do Maracanã,3464,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha do Pirajubaé,944,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha Mestre Lucindo,5402,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha Mocapajuba,5401,nature reserve in Brazil (Reserva Extrativista)
Reserva Extrativista Marinha Prainha do Canto Verde,4705,nature reserve in Brazil (Reserva Extrativista)
